20
831 1925
612 761 575
72 590 878
353 453 203
742 259 666
290 660 38
554 176 360
122 227 726
296 15 297
291 443 12
766 497 913
173 58 358
767 141 167
214 159 723
539 413 841
777 400 509
87 596 53
577 56 475
751 594 150
437 577 974
652 765 499
367 170 687
314 155 243
577 298 38
127 207 940
92 409 222
113 432 692
141 378 940
95 594 665
630 91 518
252 241 593
557 84 334
80 492 104
46 789 243
98 101 146
315 184 420
434 267 892
339 394 519
588 559 338
271 446 543
16 566 94
753 205 264
774 67 703
799 533 859
744 76 930
231 630 875
651 367 87
448 3 973
617 740 448
293 537 32
726 446 727
534 179 152
381 654 316
333 651 512
328 466 981
378 150 670
519 714 27
98 374 755
809 411 604
127 563 987
599 118 495
188 437 891
69 284 736
432 208 305
96 39 441
144 410 736
260 103 239
141 303 100
526 517 63
80 280 888
740 432 629
162 292 777
555 60 554
580 89 112
744 596 73
406 294 778
725 317 161
59 413 917
587 230 227
64 723 407
442 77 429
327 778 255
29 476 509
180 407 873
153 269 708
772 318 7
195 544 245
727 595 929
664 802 25
219 765 430
393 266 147
171 314 23
134 614 906
450 555 118
121 753 753
456 579 837
684 285 613
556 809 233
293 526 328
34 605 597
64 803 756
457 51 363
60 124 324
81 651 390
587 139 241
341 442 836
34 590 824
652 105 98
636 515 515
753 705 409
324 366 622
786 333 526
514 511 817
178 707 5
176 417 831
547 523 533
476 795 213
462 750 49
498 622 289
203 61 750
582 496 972
173 16 663
589 246 171
698 580 357
744 766 86
659 31 337
362 741 458
101 351 908
47 4 290
434 598 928
736 147 593
24 13 90
501 564 591
657 801 493
176 657 482
704 598 771
247 437 762
740 43 634
407 224 471
127 126 931
60 524 144
789 805 560
418 630 671
138 729 888
317 679 99
118 646 165
555 75 884
594 785 613
36 595 211
715 810 177
266 618 499
197 561 947
755 424 115
708 159 843
509 503 217
266 543 994
73 161 250
248 425 522
260 348 491
340 117 618
191 193 162
608 767 411
783 369 87
238 324 805
672 418 766
419 222 588
25 289 134
5 451 802
788 265 676
285 123 282
471 207 479
436 225 177
380 141 26
338 628 66
270 429 93
622 47 166
690 221 690
791 280 179
57 94 80
466 598 516
284 303 618
522 174 940
63 489 67
188 508 393
215 66 186
788 320 712
291 460 141
25 658 340
208 563 522
710 98 665
675 62 432
626 334 185
243 69 910
201 190 198
568 74 395
651 233 607
512 469 771
256 537 902
287 279 474
118 378 294
760 425 500
150 399 766
774 625 866
258 566 453
86 747 960
351 194 153
519 600 939
388 161 288
311 56 132
502 758 252
337 187 965
112 237 37
372 799 773
3 687 89
298 475 26
645 224 532
37 562 451
778 444 76
454 650 384
689 317 561
32 615 799
734 114 517
242 282 269
347 90 435
425 373 661
241 13 928
711 257 791
282 269 91
302 52 664
244 569 319
124 667 139
158 725 319
613 463 598
119 21 988
30 556 63
187 431 949
705 466 92
180 738 634
632 150 788
583 436 80
654 74 8
791 745 766
499 592 782
417 335 639
179 204 963
351 386 299
636 70 961
189 259 392
636 246 31
110 613 653
420 212 554
180 645 689
443 438 112
273 378 886
705 787 185
9 773 973
792 11 645
368 534 157
718 568 314
478 303 194
35 365 406
703 510 504
806 519 936
699 440 82
315 22 946
227 361 691
28 192 908
530 631 982
742 445 747
563 184 975
658 335 268
161 63 480
804 705 515
788 297 61
176 651 585
303 492 799
792 559 168
132 409 103
67 487 133
688 288 880
93 269 130
615 738 176
729 10 110
569 209 929
259 500 67
687 49 450
45 663 497
17 648 800
314 690 76
552 691 108
712 802 308
244 525 482
763 62 793
425 800 528
368 388 257
341 659 704
216 30 461
321 205 148
58 127 540
536 482 442
20 270 361
349 305 631
738 74 923
473 128 883
633 60 921
754 41 232
790 167 225
676 642 78
541 233 901
393 482 899
77 488 407
80 199 579
577 228 549
288 615 272
753 36 786
719 173 615
204 561 103
805 61 296
794 139 867
138 294 722
6 234 296
514 391 203
13 610 244
615 290 72
300 399 553
622 411 714
405 776 846
231 624 596
94 799 881
418 174 664
383 614 254
321 212 580
319 341 439
610 504 657
791 230 36
4 484 362
116 270 401
777 142 830
255 484 759
161 343 810
573 294 243
762 322 610
742 553 202
442 8 313
18 490 113
99 241 902
273 332 454
410 745 387
464 125 375
130 608 275
157 288 85
425 68 531
236 568 937
376 148 370
617 385 567
585 810 357
700 210 341
402 449 900
625 212 74
162 5 472
300 666 650
286 316 125
91 303 447
436 600 265
300 24 323
106 683 150
527 413 497
295 222 504
427 674 555
54 784 655
33 692 837
448 628 475
581 662 942
582 560 899
116 460 193
257 206 509
743 685 149
232 451 845
493 330 445
34 471 600
417 662 882
554 228 634
529 303 212
293 647 739
609 167 208
509 728 631
375 625 421
678 526 745
446 754 797
295 443 517
673 233 751
244 607 103
600 118 958
262 729 992
302 791 947
300 187 720
772 4 934
1 324 352
380 106 867
805 257 890
271 88 329
728 644 608
649 665 696
441 502 208
118 358 297
130 347 554
532 150 612
348 628 296
292 593 56
305 144 491
531 143 792
304 467 667
266 285 828
114 799 621
285 765 532
778 9 21
246 194 537
786 752 87
207 4 520
5 31 167
711 716 844
620 594 487
14 664 641
32 770 624
551 196 8
564 478 835
535 19 965
502 688 484
565 384 109
438 161 365
751 73 318
563 12 251
633 359 240
538 739 302
94 440 456
633 425 977
608 546 777
30 427 230
401 322 333
292 249 253
97 24 858
264 631 158
405 239 980
214 49 423
653 629 907
186 231 473
307 695 402
548 599 705
192 170 136
182 703 61
386 516 424
580 551 349
771 661 894
203 431 140
748 19 528
482 399 526
729 276 960
477 153 625
461 14 465
263 731 721
278 82 98
548 132 93
139 628 396
630 105 717
266 510 398
15 717 422
296 4 366
540 144 176
800 288 847
377 361 941
404 397 26
701 421 456
437 412 679
223 247 437
714 517 844
516 627 642
187 622 474
578 615 169
432 349 350
612 414 760
335 366 814
189 287 790
300 580 487
740 195 177
607 446 162
698 743 319
41 762 350
352 523 588
304 426 827
656 9 371
580 118 433
487 753 700
386 558 362
436 424 122
111 507 326
579 561 817
590 459 820
583 548 793
717 118 721
580 560 452
628 23 871
68 563 55
498 706 548
324 303 115
476 163 985
779 7 256
352 615 474
23 393 93
138 135 37
172 454 180
421 177 434
146 703 385
628 153 283
382 508 856
586 333 864
158 222 624
75 446 340
45 451 396
385 29 92
523 110 112
703 350 887
199 670 598
431 665 208
195 266 637
386 463 397
20 133 475
657 384 276
715 569 181
156 400 665
531 551 667
200 461 614
483 371 901
498 456 607
250 765 280
285 80 615
74 37 849
243 286 565
614 390 827
708 543 341
451 683 676
142 464 764
321 303 423
363 523 113
141 177 185
72 417 155
192 309 539
296 790 742
613 522 548
389 118 102
262 588 136
568 110 79
699 33 786
332 594 565
171 55 207
318 100 388
108 647 370
451 105 829
797 263 993
52 468 730
72 572 902
740 21 499
278 774 179
523 375 806
401 506 290
127 349 480
631 732 910
645 348 518
782 659 207
748 582 111
327 781 994
523 99 637
210 174 750
531 647 999
746 555 656
360 37 983
212 713 996
685 608 677
685 325 783
551 24 969
649 337 730
333 616 799
668 90 422
803 588 381
635 348 736
790 747 132
691 643 47
612 138 82
810 503 916
209 775 400
325 159 75
611 64 953
800 495 794
355 658 168
754 461 819
249 90 755
119 265 929
517 276 462
551 703 994
154 253 641
150 388 771
227 371 989
125 736 321
671 491 259
521 616 666
33 361 811
601 292 421
676 42 268
323 589 118
712 224 875
613 206 330
33 359 376
128 367 466
687 326 763
778 746 472
373 296 572
485 409 30
94 528 736
536 153 147
354 195 430
276 356 998
269 544 978
113 807 228
556 91 300
339 677 293
806 101 700
765 10 647
665 82 641
276 259 537
240 714 53
52 665 604
338 482 234
78 700 256
485 233 831
502 492 703
589 730 661
644 142 273
301 797 630
37 243 848
733 418 64
20 589 651
181 432 920
473 731 509
589 249 28
714 742 788
89 283 736
738 252 951
604 49 17
364 788 638
364 8 599
200 385 29
289 654 248
360 769 91
572 347 145
493 800 765
712 786 362
656 242 910
556 397 770
120 619 515
736 42 598
804 118 317
583 142 116
466 519 595
365 405 234
738 775 192
632 348 269
316 270 709
780 471 337
587 609 642
484 584 193
303 423 873
851 1970
840 155 246
641 372 217
457 318 985
631 177 426
15 114 22
599 228 803
160 150 447
369 771 206
774 505 293
125 484 700
231 3 468
686 48 134
724 326 941
477 584 553
148 110 756
123 681 523
178 655 187
661 501 883
767 602 304
348 327 582
428 715 812
287 37 592
177 349 449
843 481 644
145 462 617
639 826 159
599 397 283
400 492 317
761 202 308
72 370 946
488 707 463
567 330 4
847 837 156
840 271 516
252 322 594
818 30 553
700 688 932
200 458 87
215 190 243
602 849 846
631 554 224
232 630 753
671 697 224
776 350 852
542 744 969
146 400 211
622 316 145
247 460 100
81 125 396
574 414 779
138 453 471
815 172 942
199 66 702
773 143 974
83 334 969
126 365 218
206 788 782
619 690 957
815 482 584
3 65 145
108 696 219
453 655 689
196 487 12
103 115 654
171 13 873
58 543 583
121 574 355
289 79 713
677 500 100
4 375 472
757 159 592
115 497 209
18 287 369
601 590 129
201 504 388
522 87 915
72 184 454
732 677 816
708 515 104
284 197 100
290 804 59
812 789 136
439 441 868
205 599 296
478 476 267
840 112 322
152 488 144
783 466 167
402 54 636
588 751 891
362 207 50
271 448 2
271 256 93
309 791 1000
721 169 303
239 646 916
63 106 829
44 607 664
334 46 399
657 349 446
316 75 308
606 139 54
656 158 484
442 784 407
550 699 515
592 113 567
453 723 167
524 473 481
131 397 135
31 176 142
833 697 300
107 16 337
781 412 754
602 282 60
171 495 413
745 46 131
405 774 379
142 184 842
512 753 697
420 261 749
154 397 137
583 365 216
553 337 733
326 464 538
16 258 472
34 706 652
774 405 610
275 73 982
216 746 638
255 341 437
761 489 593
219 845 552
509 695 781
3 67 410
778 659 598
694 588 52
505 825 147
312 151 386
628 68 88
731 675 119
700 218 362
618 138 95
268 483 403
489 805 755
809 71 760
139 143 663
840 303 448
608 658 149
796 629 105
114 593 312
550 505 327
370 350 432
3 707 275
354 343 347
498 721 877
729 232 334
520 133 495
402 336 639
774 790 348
490 558 996
733 155 508
76 287 671
737 645 827
560 484 991
174 230 774
287 47 984
837 316 424
840 600 416
782 244 790
690 782 52
695 527 193
210 559 515
725 503 653
225 495 243
145 249 905
134 534 93
400 800 250
646 631 968
426 21 75
771 834 1
474 557 773
490 580 236
640 151 650
641 120 624
637 6 984
57 757 672
118 605 917
757 229 635
611 547 153
629 555 41
525 235 189
24 364 952
373 255 374
206 323 15
404 829 44
813 250 297
716 817 289
619 465 373
479 88 966
548 283 72
707 451 307
843 528 465
576 344 479
797 133 334
663 787 167
716 727 145
115 508 171
703 304 348
470 702 444
579 181 282
485 456 985
190 253 944
771 450 945
174 97 147
263 13 848
50 511 457
519 444 864
703 433 532
16 54 931
407 624 307
447 170 504
225 172 539
560 741 521
729 64 733
506 218 425
247 622 395
208 424 458
593 221 957
357 738 155
78 829 569
782 609 555
112 400 738
504 125 670
661 214 997
88 535 679
111 380 688
296 661 868
327 706 161
102 217 685
403 117 426
80 803 317
10 398 571
505 306 116
503 557 63
419 804 192
191 650 828
169 421 907
623 380 300
475 53 280
716 822 920
813 662 800
342 465 37
93 287 171
804 484 15
785 828 121
275 516 892
764 789 695
788 312 720
328 701 918
38 642 70
49 21 31
443 323 870
333 617 601
789 67 32
690 243 629
763 365 324
642 815 318
241 373 814
189 422 96
30 611 431
658 423 686
730 658 410
505 498 48
739 66 421
148 564 476
601 569 877
19 8 714
49 828 671
190 241 806
306 817 84
720 701 492
670 495 338
557 59 550
547 25 97
246 478 184
507 373 430
306 336 741
673 836 881
192 597 657
767 483 112
487 396 191
416 651 676
301 156 210
504 651 902
284 145 390
658 569 337
598 206 806
27 421 536
444 299 652
749 769 926
204 846 12
806 769 110
745 382 477
398 810 145
76 197 778
225 371 562
595 604 584
815 674 292
355 511 467
253 606 865
515 828 165
401 366 794
443 327 938
547 20 422
413 403 804
469 758 276
829 512 847
228 404 368
650 762 406
131 333 526
78 228 883
355 696 236
42 463 273
210 428 269
690 650 729
590 352 448
402 443 596
180 132 906
210 509 174
130 393 837
635 141 462
716 488 183
513 275 350
847 5 767
723 657 394
285 618 920
136 580 800
380 477 319
346 295 789
312 52 955
527 65 725
8 406 221
405 814 300
758 79 342
169 736 325
817 504 17
784 840 201
149 663 383
571 383 452
790 822 723
726 231 602
667 548 201
225 381 560
786 617 733
367 550 709
545 293 814
774 785 728
24 357 779
848 735 602
9 255 91
433 583 572
582 262 211
563 645 302
637 784 844
542 48 263
828 731 843
9 98 705
570 652 886
356 567 422
296 825 70
100 417 725
851 153 952
120 139 140
652 495 235
77 258 460
654 848 982
395 492 24
685 610 148
592 629 745
563 467 823
717 255 975
664 849 238
685 572 471
799 367 742
90 192 933
720 709 278
127 629 953
825 453 893
151 218 917
175 381 590
7 449 485
151 26 418
126 94 399
183 371 742
247 520 228
353 766 493
422 72 983
719 316 12
90 51 281
64 729 370
453 136 573
555 527 394
181 419 216
499 737 624
266 37 212
688 130 417
125 86 990
108 467 79
154 466 980
462 386 924
250 743 751
373 818 198
791 27 759
577 162 358
804 614 410
730 483 6
270 809 326
241 841 729
850 422 819
667 362 496
345 687 258
165 458 225
509 41 834
563 19 111
510 687 507
41 188 415
463 322 514
571 276 574
291 287 643
797 111 258
138 639 61
732 821 827
120 400 825
312 559 859
772 157 733
668 560 673
684 675 271
403 734 872
704 849 99
760 344 421
372 21 112
572 63 686
388 395 365
201 39 985
60 815 483
237 577 613
63 780 217
66 363 445
806 718 82
559 634 86
291 176 639
695 472 591
33 806 69
631 801 792
689 640 778
703 94 603
621 219 302
248 559 138
815 772 713
461 775 611
173 443 288
38 500 700
238 680 353
683 767 744
425 122 738
700 112 570
42 502 583
525 123 737
323 266 61
114 111 581
813 537 663
670 119 673
440 281 474
587 314 82
566 95 184
755 172 950
153 818 457
96 338 190
196 556 540
528 294 934
641 531 480
97 691 114
797 670 827
530 441 132
227 537 861
632 262 243
380 185 688
78 213 504
175 222 496
538 109 972
596 563 328
117 175 964
336 247 95
227 402 253
589 679 533
503 570 535
50 343 295
460 349 651
459 146 752
814 654 75
220 205 613
655 249 904
160 663 600
320 583 759
37 173 817
474 43 232
622 498 557
248 176 632
509 156 439
297 139 495
632 367 997
374 177 920
753 716 495
665 655 334
94 512 891
176 350 738
251 573 429
595 460 889
102 453 882
669 112 772
272 495 41
118 528 395
681 326 893
313 584 495
388 341 280
757 641 118
293 185 985
707 48 938
423 283 159
530 285 473
663 416 763
78 349 688
599 96 363
105 477 353
721 756 288
160 152 473
520 737 596
521 609 219
705 782 715
125 385 697
557 486 198
112 137 581
128 548 104
595 163 560
552 850 186
565 520 605
392 848 309
61 490 939
272 735 672
184 295 703
405 163 516
285 560 178
599 525 133
849 167 159
585 517 245
769 841 29
98 100 579
829 512 636
227 598 845
61 320 887
348 171 802
819 524 160
742 736 271
121 572 588
726 847 313
649 591 581
758 183 703
199 506 151
698 844 161
543 171 431
456 149 24
18 597 224
613 251 301
547 212 976
544 199 650
18 326 539
61 377 278
766 198 869
830 574 34
179 346 794
765 675 988
502 212 444
21 748 670
443 716 111
810 520 319
285 172 837
110 363 86
308 413 112
626 690 756
550 306 945
807 193 853
736 645 821
575 407 273
259 662 705
350 120 119
302 833 614
787 85 969
267 210 981
5 639 816
46 135 129
364 231 699
77 400 862
587 700 117
275 627 202
695 98 427
667 409 275
754 267 670
262 641 44
717 213 442
744 551 459
257 372 533
56 581 154
195 840 117
104 551 146
595 542 183
134 734 35
426 337 99
346 90 314
758 394 953
552 2 606
801 336 825
69 223 802
753 291 75
46 414 122
473 330 592
160 270 66
473 220 662
395 6 165
718 190 146
796 836 585
341 752 63
768 133 234
503 186 601
495 209 728
843 489 159
197 290 590
606 806 919
335 192 438
513 341 874
267 660 425
281 639 999
395 25 368
631 841 534
477 825 246
505 617 114
68 780 787
597 124 79
836 546 738
212 182 159
619 171 912
7 340 608
37 426 458
363 314 870
587 481 285
624 66 927
167 389 547
376 700 601
686 347 161
290 258 168
595 471 462
289 140 806
493 707 734
424 531 983
492 581 978
470 204 920
406 493 447
311 712 756
237 747 31
639 613 747
608 525 499
377 851 74
560 687 390
838 647 987
648 814 963
37 31 240
774 299 492
227 635 17
396 64 143
105 538 458
808 722 198
623 836 163
826 679 324
834 253 897
815 594 889
363 143 8
377 409 434
394 815 58
456 282 848
215 319 783
249 327 921
759 251 733
742 317 883
562 279 361
195 673 864
463 481 577
159 746 50
843 137 780
616 193 207
49 219 183
740 733 429
336 851 908
768 689 268
745 607 704
804 440 59
609 832 715
623 675 61
173 526 949
152 285 917
525 272 627
222 6 113
431 304 110
208 672 678
802 73 719
143 134 689
323 486 156
200 2 798
230 602 121
62 768 300
808 388 400
19 672 502
815 9 230
411 536 700
662 613 424
213 751 698
403 237 63
183 113 665
649 111 924
818 429 455
301 396 606
460 640 164
23 603 979
192 669 32
695 721 89
618 809 487
514 738 629
240 560 966
460 225 263
388 769 70
190 62 220
164 19 72
247 550 439
683 134 47
676 381 990
805 15 794
503 638 722
647 91 178
798 205 80
52 428 66
653 230 997
658 605 578
848 721 639
209 176 761
649 834 954
229 284 773
810 491 811
217 796 797
286 331 481
426 173 144
62 727 849
420 4 46
384 495 879
573 253 902
604 710 903
684 480 327
386 581 128
763 760 657
739 466 452
144 734 807
502 777 946
621 795 352
218 377 79
47 608 91
384 600 261
57 438 757
60 499 17
386 80 978
83 834 315
242 458 678
249 838 748
296 574 306
512 458 747
133 116 154
244 198 757
63 157 466
634 461 41
460 404 637
69 707 428
704 511 342
416 559 512
34 827 732
184 256 704
154 502 235
566 439 758
754 753 973
592 426 556
302 517 671
169 477 733
571 334 589
623 365 42
800 264 725
561 263 81
592 282 369
27 236 775
191 667 412
197 172 498
736 732 449
590 38 244
657 417 823
690 342 283
297 466 166
65 90 653
477 276 106
334 343 912
576 845 868
102 32 636
760 554 90
623 605 15
153 611 587
72 285 459
545 764 501
681 639 387
634 713 3
240 543 239
355 442 74
640 265 540
375 232 869
784 299 266
674 235 976
20 384 961
729 183 180
171 430 547
783 546 549
214 51 34
387 300 106
179 681 885
216 126 603
376 790 254
523 555 719
765 826 545
506 490 264
358 352 680
567 158 255
317 407 569
85 776 734
399 421 554
5 179 747
17 362 123
148 440 374
813 731 295
5 662 562
514 711 119
614 665 980
112 248 363
277 401 369
238 671 103
488 128 407
436 359 623
406 8 517
494 66 396
789 309 656
414 618 196
152 241 352
548 327 56
504 749 843
556 289 713
722 85 501
705 826 299
249 178 447
631 21 274
497 576 806
774 267 352
610 831 915
59 244 593
658 630 373
841 232 806
739 795 143
614 792 913
190 646 532
202 569 749
121 719 707
433 696 934
129 740 124
41 58 902
91 585 259
279 267 326
540 810 137
353 575 293
5 511 181
676 621 427
25 205 908
6 614 669
315 744 418
832 482 985
279 268 259
109 48 500
40 585 892
319 669 284
555 138 897
480 633 410
308 643 254
707 208 547
121 137 569
782 319 105
349 207 494
17 288 684
393 833 816
750 63 132
172 495 245
467 556 306
128 713 785
249 701 523
370 533 824
753 98 81
57 732 418
376 400 70
270 411 659
598 601 971
123 32 828
427 333 601
690 302 411
739 504 484
676 540 867
123 153 97
225 437 63
284 729 228
760 355 668
123 417 875
843 399 623
538 318 166
799 470 788
181 303 437
809 597 588
171 390 777
149 603 981
252 534 760
425 248 641
217 192 458
843 559 750
485 585 596
146 662 2
493 558 803
523 769 733
35 708 594
299 603 865
250 702 124
463 285 592
399 460 918
714 780 936
650 803 945
523 386 685
736 536 356
618 825 332
126 191 988
421 13 217
135 455 974
271 606 511
239 562 988
703 96 384
434 615 127
229 336 654
371 479 866
420 764 924
338 1 16
213 771 646
668 459 37
451 713 237
119 181 197
510 274 767
823 842 675
434 715 103
168 66 699
209 43 270
639 123 971
645 342 765
209 306 804
262 560 51
115 761 712
494 426 206
653 116 452
237 354 704
678 433 204
58 228 74
786 836 661
692 222 666
90 185 612
693 728 22
666 66 206
428 381 928
685 524 984
177 786 782
280 822 757
744 103 802
359 833 910
26 150 803
154 225 540
770 579 189
628 382 672
677 353 506
135 696 290
615 115 957
671 690 792
339 592 325
325 498 722
610 155 509
582 497 335
648 752 67
172 757 251
565 672 969
15 33 115
517 691 36
144 851 198
664 157 820
837 557 162
819 430 858
254 765 891
530 366 940
683 432 215
472 399 618
306 266 380
47 624 275
141 440 759
239 310 772
558 548 935
269 844 380
405 176 741
196 850 719
805 13 626
780 796 742
57 27 80
359 593 821
193 708 148
561 709 908
739 608 139
60 497 910
784 587 764
454 517 642
569 383 579
834 679 892
821 796 125
563 530 158
748 734 510
525 128 261
513 829 679
778 124 807
73 147 423
702 334 534
664 841 355
275 35 351
502 84 712
136 850 475
258 701 973
54 167 218
297 513 507
47 685 799
535 632 95
15 439 185
837 503 205
281 839 870
208 356 552
738 275 264
307 831 383
326 217 344
214 467 654
435 582 930
456 189 478
410 452 590
254 88 201
262 625 703
313 685 992
175 292 835
305 771 959
682 477 630
725 575 132
157 187 690
308 557 533
326 569 827
562 597 429
697 375 674
346 663 203
616 484 385
366 213 682
55 308 882
621 781 983
174 448 999
156 46 988
545 20 481
767 196 976
101 642 8
482 246 150
21 410 36
368 81 28
473 208 304
263 97 587
175 695 917
448 284 663
734 80 58
366 498 957
753 8 440
238 370 498
457 55 478
28 221 233
165 469 752
172 355 207
75 378 816
593 423 177
297 700 808
711 676 773
736 67 990
405 666 625
337 706 871
627 842 849
207 162 145
228 379 352
215 149 303
593 660 40
264 565 591
350 240 771
825 63 395
775 401 693
758 224 842
499 747 376
462 755 784
210 698 134
304 497 811
671 51 435
196 728 604
253 58 18
131 249 737
693 763 784
567 600 536
585 372 124
166 475 715
566 663 529
231 571 990
725 395 738
533 361 936
139 375 750
776 738 759
188 40 23
234 574 569
621 192 317
612 318 223
378 127 721
401 847 452
761 809 693
83 542 116
103 844 799
52 10 48
804 169 841
119 210 207
564 740 884
2 553 15
546 453 690
134 743 755
762 485 550
99 341 891
567 536 763
404 139 563
606 572 838
471 678 563
795 520 104
422 800 907
451 500 772
172 175 787
582 268 94
87 103 668
181 779 968
831 542 816
517 839 446
220 619 409
409 608 427
466 599 328
116 481 211
191 325 353
254 657 839
411 835 698
801 582 916
444 572 242
451 53 23
214 501 335
699 819 500
329 19 342
683 149 395
831 499 754
35 625 145
291 302 884
11 623 532
372 738 451
142 263 175
343 28 389
423 525 350
819 135 595
621 477 345
499 235 422
107 427 474
545 693 787
481 149 885
450 713 89
699 205 745
618 227 996
235 540 918
600 671 873
658 445 274
90 368 970
736 506 693
191 423 650
380 702 792
44 590 767
477 323 507
81 25 978
767 491 476
260 728 420
419 301 846
532 710 45
493 437 42
207 181 684
253 746 735
570 622 329
686 334 494
696 1 134
124 427 923
65 699 260
145 819 709
404 566 264
598 196 454
349 452 287
743 671 706
327 470 369
163 625 109
766 650 631
651 67 983
280 25 413
565 58 911
57 283 61
646 458 823
611 29 255
315 566 851
729 151 721
168 732 661
763 577 882
228 835 26
672 458 336
376 739 742
289 770 605
27 616 773
596 569 256
499 400 296
519 116 664
550 415 177
204 200 553
12 602 628
544 309 352
179 840 693
513 132 37
375 822 207
786 429 990
360 64 974
825 382 106
355 291 341
366 521 520
234 679 624
114 815 218
459 655 788
839 468 942
307 685 178
749 723 245
370 371 591
1 209 978
686 820 355
436 576 698
497 827 527
46 88 30
777 307 673
571 382 608
625 780 859
171 613 521
143 278 859
548 600 215
252 17 502
779 520 420
685 429 950
483 820 565
73 544 890
799 289 844
262 229 926
610 231 702
698 265 265
777 663 566
546 831 636
658 344 390
275 806 343
254 253 966
474 692 366
541 654 813
297 540 80
804 497 708
362 548 486
73 236 221
299 282 710
77 534 257
714 352 798
224 338 94
132 60 235
668 108 37
553 92 774
373 181 558
762 310 458
542 402 332
28 362 170
324 62 285
410 166 116
245 584 396
226 739 501
60 492 248
63 397 538
198 525 45
530 755 286
654 349 309
584 792 393
489 490 701
741 322 365
264 398 867
301 149 970
181 355 472
347 356 136
24 608 922
766 94 499
574 225 966
387 449 968
474 336 299
79 615 560
324 354 742
73 601 995
782 111 269
472 823 496
400 592 254
20 105 220
261 50 456
299 713 524
828 403 740
394 148 80
218 16 573
755 736 132
119 820 975
587 576 726
249 596 956
141 842 41
678 79 992
629 846 312
845 274 459
836 643 712
184 302 343
484 225 409
753 667 186
524 184 10
171 800 344
840 287 619
694 655 185
162 93 171
780 292 48
514 393 732
51 10 347
755 687 754
831 22 532
703 46 126
748 750 820
713 163 380
304 281 79
10 642 408
329 813 936
145 310 992
392 788 171
434 12 735
123 246 475
301 372 983
669 417 640
687 554 452
231 436 310
752 687 617
588 27 532
551 8 593
425 674 776
701 779 44
701 545 660
633 75 55
177 257 710
335 490 633
404 615 867
586 534 496
506 178 106
609 783 452
52 670 326
688 249 896
156 53 192
140 277 711
133 711 31
121 329 223
776 731 359
521 177 613
375 311 142
282 830 530
293 305 618
326 664 92
542 505 670
289 535 520
254 176 491
100 56 787
748 158 834
222 215 921
286 676 641
161 195 139
369 277 974
133 586 309
732 761 890
569 477 859
685 234 202
19 619 184
316 554 218
403 526 266
279 656 425
697 279 54
483 247 633
425 224 458
777 472 588
134 633 366
525 532 795
287 676 704
288 310 674
288 383 638
346 708 687
793 729 124
520 749 516
184 734 914
302 161 822
848 374 980
225 369 381
513 690 297
97 600 132
639 848 365
806 207 24
722 447 42
846 268 97
752 302 822
269 553 504
218 780 493
253 463 900
423 354 894
671 289 644
14 851 433
141 658 820
190 760 688
634 559 61
808 624 549
93 112 694
184 830 450
372 322 183
346 172 603
244 80 324
274 600 495
51 180 736
165 790 793
481 107 504
216 267 31
535 401 177
734 478 175
358 523 924
440 44 29
293 526 561
188 355 654
484 567 103
570 558 379
131 297 323
541 147 274
709 444 830
272 173 685
550 395 224
93 135 765
466 310 217
16 116 414
606 669 524
367 385 698
420 221 829
775 424 568
567 145 714
514 712 589
133 849 526
620 786 982
176 485 495
107 573 418
505 713 884
784 107 491
694 632 203
621 233 989
670 357 164
330 654 670
663 763 885
742 505 94
298 253 928
238 101 480
453 608 409
121 488 343
69 248 670
654 75 367
632 246 772
241 817 289
597 280 835
480 607 330
290 766 645
440 82 535
85 759 81
639 669 854
678 46 635
383 211 798
620 85 986
315 728 889
134 157 803
153 17 824
60 287 115
535 441 816
300 390 701
402 208 995
677 163 256
737 680 931
185 359 407
248 306 161
284 208 910
300 826 724
383 398 498
574 138 350
496 160 631
177 822 400
438 378 375
528 138 164
445 363 465
768 746 406
565 419 873
419 671 843
79 5 766
777 17 107
719 23 801
101 71 817
533 277 370
680 343 398
641 76 290
372 733 275
123 544 111
33 114 783
445 84 838
153 563 741
796 402 47
453 669 386
550 568 561
457 9 108
827 474 260
849 427 974
465 177 980
738 816 127
34 601 291
382 13 562
343 372 946
781 298 636
242 174 356
823 809 526
698 297 12
5 332 735
290 614 212
785 409 103
89 234 879
309 466 568
752 265 851
113 842 814
363 224 432
652 467 977
478 484 738
244 298 104
736 489 403
466 499 376
135 203 567
649 113 564
489 546 524
552 295 130
200 266 158
659 549 655
785 713 285
729 831 785
268 32 698
538 512 842
259 432 820
106 361 939
262 479 254
424 202 572
146 432 420
58 308 529
76 325 751
348 96 568
563 49 343
403 207 2
566 11 240
55 122 999
496 16 816
304 226 691
221 135 378
299 43 851
524 528 626
219 815 693
624 82 581
189 214 2
411 89 94
181 332 234
153 715 289
94 327 447
625 662 252
305 264 28
282 278 586
2 578 183
490 233 703
798 45 616
185 413 409
504 547 185
294 573 116
197 431 128
231 338 530
33 286 149
470 464 223
215 763 264
732 568 869
26 760 193
303 543 759
483 652 637
851 134 827
501 324 214
381 635 835
599 786 416
82 196 748
647 488 504
777 830 694
380 405 848
426 761 355
464 515 414
837 386 269
109 347 520
390 834 944
486 700 539
346 683 896
40 583 617
167 840 239
560 298 56
443 444 571
379 278 756
618 8 411
388 167 934
422 611 545
640 456 769
267 305 989
348 631 338
654 663 514
608 299 284
850 153 465
416 442 383
46 783 774
634 147 981
144 328 132
