954 2611
159 200 278
594 280 394
623 167 653
501 39 364
237 388 610
172 375 891
386 642 808
919 785 883
228 754 744
529 846 592
623 269 45
693 6 946
248 195 32
200 899 402
612 632 892
518 294 488
208 887 527
161 18 908
745 766 903
155 494 767
570 462 448
582 628 568
548 334 58
608 557 269
842 351 738
108 1 449
798 843 225
705 260 322
408 241 10
142 390 653
901 917 730
570 527 230
91 81 369
757 492 919
834 436 699
688 399 495
874 531 643
120 811 459
741 591 518
152 760 517
317 445 451
436 269 776
557 106 67
582 505 718
90 438 38
753 684 727
448 61 468
486 321 561
445 645 267
380 709 434
881 273 750
307 250 303
685 585 356
500 77 838
302 354 675
483 872 178
899 743 52
108 293 971
427 703 3
110 789 559
32 11 348
261 779 479
438 51 923
866 296 820
82 106 731
631 168 903
599 89 55
346 948 216
515 229 723
526 438 235
315 283 913
757 576 338
194 438 476
249 421 2
167 6 879
608 731 67
447 763 736
186 408 934
365 246 767
99 597 838
299 606 743
149 541 585
786 539 303
638 304 376
556 52 535
617 32 501
415 464 552
159 476 328
250 397 84
370 589 205
471 309 403
750 281 826
254 194 312
392 359 249
573 80 554
688 113 349
506 572 616
585 485 143
227 630 55
512 435 584
76 569 326
42 218 267
871 177 165
227 551 70
220 927 435
884 45 46
624 310 985
622 643 386
906 111 45
352 429 315
557 836 958
942 944 170
730 444 921
916 168 389
658 230 242
800 573 135
237 246 949
230 482 803
611 749 677
525 446 351
101 400 285
54 513 54
624 645 740
137 217 911
647 847 524
741 434 58
773 140 47
263 196 487
510 447 535
936 445 421
541 405 234
104 761 35
697 672 128
403 814 894
513 10 13
845 601 257
764 722 687
440 872 37
741 728 313
25 944 160
495 777 885
922 820 192
796 500 570
217 281 605
311 905 874
447 86 738
845 923 756
574 613 238
290 71 828
665 403 932
816 96 930
434 253 541
873 829 438
193 155 504
165 119 638
605 393 857
15 208 807
711 755 812
380 349 310
415 914 626
128 216 165
283 925 912
242 152 161
416 576 476
285 858 710
153 79 619
222 829 24
341 362 290
673 364 263
248 63 56
665 97 458
369 684 469
334 318 670
295 659 996
492 67 190
846 704 228
582 911 487
98 526 505
373 491 722
672 157 356
43 597 945
741 828 551
621 515 434
915 345 727
272 517 114
172 731 611
931 350 740
4 939 639
728 276 597
433 88 630
279 114 167
907 555 838
360 1 591
671 330 759
502 926 211
367 175 392
745 670 724
767 514 305
868 757 262
339 185 167
627 514 631
686 872 317
501 182 555
258 602 570
137 88 655
832 784 478
647 497 10
489 372 996
725 946 586
423 453 596
234 424 66
211 113 505
140 478 716
758 344 731
588 373 528
597 736 754
388 711 185
305 499 397
50 520 645
271 590 589
285 344 424
642 577 660
390 346 577
687 915 221
796 595 133
536 164 494
156 890 917
718 517 680
286 192 365
25 632 41
177 593 579
669 572 970
122 872 942
642 158 585
6 286 631
658 875 767
603 826 267
638 676 847
167 805 243
23 156 601
831 905 155
559 120 672
791 826 549
430 201 832
270 481 579
108 577 147
187 853 523
572 763 547
267 625 893
557 273 630
752 512 69
508 663 947
755 585 871
467 191 275
670 443 244
614 739 274
210 389 603
460 539 94
530 240 174
5 34 489
610 118 160
306 606 225
779 681 634
686 709 503
146 887 338
621 112 287
558 646 235
502 444 771
745 67 546
930 443 765
767 923 754
905 61 7
905 902 597
126 742 43
924 310 726
485 183 811
380 459 703
28 542 438
196 415 489
783 579 184
