18
842 897
711 600 948
932 53 487
605 128 269
726 128 248
774 823 -444
124 884 289
868 397 -445
765 390 -959
681 700 14
250 6 680
754 342 -851
581 897 749
146 799 -881
232 689 -995
238 344 749
693 935 532
108 291 -996
239 875 234
941 333 526
99 559 -952
679 778 -171
505 334 -714
27 926 617
712 58 4
332 264 951
691 899 -600
510 448 -751
569 774 211
179 3 580
236 56 -929
918 387 59
631 667 -385
743 555 -112
929 193 806
127 946 -677
118 28 -393
177 734 414
226 609 77
667 136 -536
849 184 301
307 903 333
617 205 920
815 398 920
746 754 -627
60 317 -811
30 344 602
218 382 189
214 186 590
311 598 258
507 19 -220
163 149 439
461 718 -421
557 577 -403
77 452 -515
130 666 -435
364 194 551
766 836 491
587 900 -438
103 713 -433
404 508 -394
571 864 747
330 626 -152
841 777 475
252 241 421
744 950 144
639 385 706
441 78 342
487 464 563
228 784 149
133 399 58
223 501 -253
569 539 -859
129 145 -496
204 630 -759
199 923 -294
80 230 920
378 129 -422
59 257 -686
158 738 -92
256 635 16
443 472 -108
851 382 -508
568 63 97
728 70 -575
934 17 -925
429 748 115
441 74 144
817 451 952
947 384 148
496 39 -747
813 382 -48
43 933 -68
583 65 522
856 466 -565
374 552 361
277 498 592
437 46 339
529 886 -610
480 736 944
182 287 -358
353 31 278
52 193 -328
435 214 997
612 196 540
887 80 -899
724 8 141
626 640 -572
462 392 -612
366 70 -615
182 834 -708
243 819 835
435 624 880
505 917 -516
846 848 -695
859 822 -367
826 227 -743
667 629 -817
137 335 -304
896 89 -46
467 210 684
417 406 468
796 169 306
742 639 9
702 949 934
13 349 -298
222 8 -187
416 722 42
208 602 395
656 352 673
476 80 399
335 781 872
936 566 248
480 195 -913
145 581 -966
86 31 -886
786 230 -414
814 121 466
302 905 -939
854 430 -306
23 781 -604
703 115 -148
666 631 -976
260 311 -683
238 667 391
552 779 -869
495 516 800
452 676 626
654 262 787
337 729 749
267 718 245
776 880 -731
464 773 -14
694 298 224
711 647 -111
203 746 -151
291 672 521
103 764 -991
491 701 -509
688 622 -916
530 390 688
655 528 979
579 12 468
949 670 -89
434 244 -444
631 660 -324
761 648 -541
37 19 -637
765 807 -90
909 397 -457
91 368 216
488 320 -823
13 642 119
592 295 78
289 742 -552
436 37 -975
549 927 -759
33 682 863
602 577 -565
30 65 489
36 875 -804
660 554 250
580 356 -630
384 498 42
689 595 385
861 281 -248
247 225 -577
758 649 254
841 297 -613
77 316 -955
540 110 767
470 621 -233
231 93 -521
176 808 -868
203 414 179
534 612 383
210 245 -598
548 205 82
884 711 -217
730 138 -264
457 251 -223
73 614 507
48 567 -856
422 35 167
669 778 966
869 141 -160
576 759 -626
39 583 126
146 422 -695
598 35 907
69 449 29
726 774 -966
227 345 -388
461 281 -537
165 686 -618
581 394 -679
798 939 921
562 815 -445
328 931 751
348 182 -364
481 752 -8
560 29 61
147 433 639
520 348 396
402 540 -876
634 846 491
937 127 330
338 188 667
663 189 -172
440 874 671
68 136 918
583 671 -187
818 220 787
874 36 436
133 222 980
281 545 -757
209 531 -592
507 762 114
185 796 821
882 117 -312
212 848 900
766 393 292
285 793 480
928 683 -690
460 777 654
873 289 -736
432 566 416
934 486 -833
531 346 513
714 613 -992
446 9 346
442 767 935
191 199 -684
318 163 -760
134 895 215
170 57 680
611 668 193
377 734 443
293 430 -986
489 472 -385
878 663 -552
163 526 605
874 112 219
600 264 24
72 942 -332
846 504 828
241 193 88
494 859 990
530 111 -915
225 417 921
281 865 -922
505 198 -816
655 479 515
897 678 161
847 924 220
285 63 230
480 835 202
23 67 -614
155 873 561
97 717 -138
220 305 733
142 554 392
849 599 -531
481 182 160
159 565 93
368 434 953
124 521 -669
655 131 609
862 239 671
136 460 897
791 394 -338
850 607 -705
884 210 664
737 582 72
903 569 -630
479 60 -88
497 916 -999
173 460 211
602 701 870
453 1 319
872 471 -800
878 596 968
398 893 362
505 376 957
92 679 -154
152 371 945
276 51 411
320 281 560
551 696 -310
124 721 -192
797 518 443
254 918 691
300 405 -663
261 327 54
146 457 -303
575 346 107
56 274 -590
94 823 155
583 806 -351
168 92 825
698 494 73
685 836 -106
496 676 370
478 109 -321
579 18 592
704 224 -646
73 560 512
183 834 126
65 919 204
704 795 455
428 617 952
245 297 805
356 105 593
430 282 -155
478 326 -102
725 910 567
308 362 101
47 847 58
7 749 302
24 841 219
647 138 859
659 400 489
916 289 -674
199 914 -847
772 366 -81
232 708 990
934 49 138
99 711 393
541 467 616
462 645 -308
927 247 418
539 324 172
534 282 81
86 807 207
222 63 854
91 188 837
16 590 605
486 699 -801
215 278 -340
76 91 878
933 261 -812
215 206 -53
705 33 606
232 348 -923
510 574 -104
654 582 -299
129 217 631
83 213 295
88 572 -847
83 537 839
604 379 968
748 476 106
153 788 -203
802 541 -536
390 778 126
925 864 -930
635 17 -198
105 136 446
292 621 387
632 121 -54
233 667 -280
120 62 -991
719 278 -552
661 620 523
793 900 -66
540 926 158
259 627 -747
924 18 -641
536 520 -738
84 251 -868
716 268 -971
931 536 247
721 394 -506
464 553 -844
617 268 -851
52 655 157
773 560 675
772 89 304
432 126 918
136 122 -785
696 76 438
150 492 821
274 356 990
796 706 984
909 306 416
326 621 -217
135 456 732
499 684 -361
470 815 -544
713 76 165
796 801 -706
225 543 -415
627 386 450
77 900 909
387 655 -232
74 105 -766
317 682 -981
865 32 51
719 275 43
684 876 -381
920 850 587
123 256 -359
454 163 -752
72 413 -454
323 537 782
267 205 367
449 233 -928
641 82 -764
143 761 -336
417 182 645
445 921 530
664 283 438
585 257 -768
272 751 960
543 482 -110
632 895 -169
205 329 -709
255 702 470
126 297 585
529 722 578
133 845 56
245 647 -976
600 937 -982
487 378 49
453 484 -660
326 376 -643
373 743 23
628 776 573
1 23 211
28 3 -310
875 833 -244
340 251 108
741 876 -646
109 520 -383
914 286 -695
685 277 -271
81 178 -299
718 477 -203
157 283 -367
604 713 -198
608 735 -445
165 545 793
812 705 -483
120 287 239
776 809 419
341 661 828
40 64 -204
765 289 303
947 663 284
454 552 -471
317 105 -570
45 904 -209
398 464 -874
862 649 719
492 813 -232
682 61 956
694 702 -856
856 874 544
734 707 706
80 591 997
385 657 -365
339 460 308
736 185 -33
419 336 934
178 419 289
108 949 -950
226 28 769
342 290 601
784 45 -850
629 911 920
645 929 739
3 806 859
258 372 -585
481 942 -312
732 517 842
462 546 -258
942 350 483
97 481 911
585 780 231
270 213 29
932 821 313
796 261 434
497 80 770
813 798 -618
82 485 958
599 228 872
391 268 -212
788 253 690
59 739 305
261 91 -986
882 925 -960
570 32 -357
437 593 -320
528 262 -665
486 434 842
374 205 -881
221 185 -53
307 561 33
250 496 -577
243 267 138
645 928 336
225 465 -947
57 184 77
411 400 -442
99 559 497
67 154 -695
560 19 609
383 407 -41
53 464 489
218 640 516
45 843 636
765 676 -287
164 583 -213
711 315 -190
832 340 161
606 141 -170
654 790 -297
102 505 665
456 346 -448
613 728 -274
116 763 969
233 873 144
132 693 -863
682 426 355
228 458 306
592 202 -596
642 526 36
284 51 905
38 91 51
767 920 569
820 888 874
294 513 -578
544 147 858
135 788 535
462 727 538
38 463 839
291 222 -380
273 893 -109
60 284 855
462 428 -162
607 951 -629
61 286 718
58 293 174
186 674 768
873 650 657
389 876 -756
599 944 -329
15 853 687
684 50 -861
837 777 673
339 799 -780
652 203 975
168 655 -851
478 548 267
761 81 516
141 499 359
134 123 -861
557 333 -528
169 332 -539
659 327 647
22 828 917
53 613 342
242 107 -409
868 619 -204
515 687 501
841 906 126
197 951 651
326 673 407
557 45 175
942 171 829
871 17 -614
830 216 897
824 292 654
856 907 430
889 670 -850
847 243 28
203 497 -972
690 484 -461
112 455 -442
532 704 -788
87 563 -485
262 281 -453
110 347 -929
681 255 -129
80 696 828
751 188 560
666 493 -190
909 281 -130
597 339 993
871 709 -898
384 13 -703
548 298 577
114 140 379
751 149 23
902 527 722
868 412 -916
507 277 465
140 752 7
940 835 -579
512 179 -32
709 464 -584
818 283 -229
238 933 157
732 889 678
803 445 610
403 661 -963
184 435 -211
3 777 -175
472 696 330
700 781 -542
183 629 -720
167 360 677
448 271 -111
631 431 471
629 109 -700
7 598 -285
314 37 642
286 571 -961
70 823 -599
908 494 809
692 770 -797
500 141 682
662 269 -948
188 660 583
295 745 -6
114 103 -455
323 765 666
311 570 -210
962 974
553 918 -819
888 610 619
688 542 388
191 817 795
56 80 -692
719 879 -620
892 81 -856
937 799 790
436 362 1000
602 402 -950
760 668 956
767 601 -683
234 373 814
804 42 -171
900 744 -480
296 258 408
482 859 -445
917 886 71
425 247 454
629 871 -628
194 666 299
94 142 -332
369 687 974
870 289 -402
71 655 410
621 192 -469
938 339 645
437 560 172
346 67 140
492 574 -916
602 828 -112
370 130 603
633 317 -392
530 384 -429
51 315 595
621 479 -25
95 134 313
634 315 -646
225 243 -313
29 618 624
259 405 -270
136 67 968
37 878 64
281 477 -491
313 212 -707
238 135 817
561 405 -257
414 528 483
146 394 -668
382 778 -21
40 383 29
47 747 -341
96 876 -105
497 309 198
111 274 580
217 53 658
119 898 685
946 754 -752
264 542 -955
155 490 -689
606 961 663
860 246 -880
319 522 446
403 617 -597
29 259 845
658 847 -224
126 689 741
777 923 -785
680 661 820
913 277 -190
392 24 822
958 40 -538
174 609 -250
115 256 -987
176 283 -112
192 791 636
799 953 -853
872 609 894
666 940 -582
79 841 -240
760 569 -311
342 892 685
813 526 -445
193 156 272
475 601 -558
323 678 -382
793 257 -527
180 925 -702
54 246 -155
5 589 2
56 341 130
369 182 -415
459 453 -594
207 29 293
303 354 -305
50 57 681
849 482 -860
221 653 -334
108 630 -184
959 101 -105
399 228 -509
871 5 668
286 425 -118
294 367 -54
942 125 -622
433 565 764
694 173 540
466 307 7
927 550 794
467 555 -330
476 530 432
927 754 -803
1 123 -643
54 714 703
315 535 266
77 174 661
532 910 58
236 618 564
208 96 740
620 60 -437
130 946 48
4 31 936
236 494 420
427 423 -847
263 525 -463
183 287 361
666 526 515
903 363 960
126 591 -978
226 810 319
839 248 759
643 93 -406
755 681 168
446 205 152
840 340 158
813 570 645
266 883 756
483 471 -78
358 721 -922
784 397 258
37 547 446
658 136 753
884 412 -756
261 158 -361
782 476 -973
239 138 733
304 412 197
667 145 -381
670 878 -751
386 348 -994
921 56 -810
186 459 -835
574 549 -928
79 473 -545
816 464 -100
781 275 -423
565 727 -794
962 838 144
673 545 588
29 668 -882
707 54 -660
52 935 931
364 634 -669
236 506 421
822 677 826
143 589 442
209 40 -784
246 291 543
764 221 997
624 70 -418
106 516 779
291 760 -948
629 254 775
941 302 -199
876 301 607
824 897 988
286 502 -670
186 322 91
81 370 -274
130 661 -701
439 509 991
821 501 -714
74 218 565
324 66 0
856 381 493
527 153 -269
922 210 -354
768 227 -498
927 103 -488
288 327 162
534 326 828
160 394 -156
19 940 -499
933 259 363
649 588 88
509 254 336
825 674 -565
310 695 830
420 207 477
93 518 -828
724 436 300
667 70 614
608 832 -902
812 153 127
480 227 480
274 915 302
794 812 -674
646 774 -386
21 701 -59
135 201 -214
711 241 33
292 186 140
815 294 -266
108 910 474
762 634 518
302 542 -786
3 596 744
680 330 483
83 91 264
511 506 -72
552 133 556
524 871 922
129 547 107
143 347 404
485 621 -845
631 174 388
307 399 706
391 140 722
684 366 -561
40 432 -388
926 596 389
586 349 -793
650 271 829
373 607 -379
334 861 -962
815 440 793
944 85 205
809 962 -234
96 441 -83
955 535 745
700 114 784
427 462 -433
608 536 -289
939 302 -15
171 688 534
581 832 -910
357 66 -296
613 30 -206
155 482 -683
861 96 728
232 33 421
88 156 379
503 277 793
611 411 108
912 476 -705
842 9 813
12 962 151
200 491 924
689 465 870
172 125 -186
755 349 -410
423 412 -844
384 645 -505
362 614 90
417 237 499
772 337 73
821 287 -628
191 790 -960
337 397 -875
533 482 -616
845 473 -263
59 615 -716
468 527 512
482 610 -950
571 235 -327
62 53 -363
678 497 -386
618 565 -81
528 860 257
449 795 465
722 230 482
69 143 118
553 702 573
584 326 753
15 855 -669
642 799 703
208 392 -850
816 612 532
419 600 -648
530 583 -685
321 884 -185
429 566 783
593 550 738
316 630 -440
639 689 101
441 867 -46
388 955 811
60 567 442
704 387 15
703 453 -516
149 633 -681
84 187 -122
26 189 309
273 191 -123
570 566 274
790 737 352
655 132 -879
375 466 -607
2 63 916
685 257 -204
179 618 389
894 864 -515
551 232 519
552 265 729
11 13 -203
717 321 512
401 46 -385
435 107 249
703 537 812
937 503 726
472 359 87
891 218 520
270 237 607
755 303 -475
640 623 461
157 576 -424
601 65 -63
250 64 90
570 141 292
919 45 794
935 296 104
631 923 -481
456 191 -721
122 603 676
487 842 165
668 2 208
920 879 -315
91 406 985
593 660 -926
939 185 -740
681 582 -50
953 210 -415
117 529 -118
157 574 669
259 108 -168
617 233 -702
410 473 -976
317 251 534
338 339 656
125 572 -191
786 629 -443
413 108 196
827 229 -778
369 415 150
317 614 -444
613 933 -530
922 139 513
364 662 900
296 196 -877
962 259 -254
265 717 581
427 424 639
411 28 185
787 436 670
447 568 -43
397 260 -643
913 554 -891
529 347 -397
663 442 268
807 899 240
949 93 -414
281 96 290
566 255 827
404 507 -261
116 652 891
576 541 263
767 583 -48
707 169 -492
587 92 -912
323 634 -873
276 809 363
422 561 -620
904 50 -433
690 443 9
395 569 -220
42 306 746
73 241 914
332 675 756
669 257 949
41 350 284
131 895 896
626 709 -842
620 498 888
102 164 -367
470 431 597
198 535 -380
685 313 574
842 104 -565
222 300 -250
705 571 -739
488 68 -390
921 494 -724
554 322 -316
929 131 -407
466 127 -262
227 194 -502
18 586 92
241 404 442
424 437 -108
583 456 778
351 831 197
773 743 167
232 703 -667
323 169 129
497 171 871
52 801 864
298 15 655
293 4 -754
721 48 25
171 327 -228
520 275 -860
239 68 788
150 948 -262
956 486 299
916 277 -507
50 443 997
75 697 385
295 539 -307
316 592 384
358 701 -976
497 208 455
344 815 -516
112 960 -425
705 619 200
329 564 -442
360 855 458
23 142 433
143 814 -213
302 167 60
711 646 117
695 396 509
849 500 471
622 896 827
333 831 497
345 202 -617
545 795 -679
226 37 -754
707 473 654
764 709 -56
102 792 370
68 110 -426
33 631 646
79 766 -751
489 730 -22
935 67 68
900 316 320
820 313 -496
896 410 -288
29 799 -944
326 741 -843
750 660 -498
766 941 940
248 242 415
804 121 -727
632 113 -308
661 500 449
935 423 563
651 837 -998
186 522 -540
634 3 -592
724 774 330
846 131 -190
251 418 365
619 911 683
650 99 -63
34 959 106
306 836 -408
242 48 -309
422 676 226
287 290 -864
488 263 -293
609 773 -739
283 166 533
887 506 -252
635 472 537
949 554 659
619 932 946
443 894 746
874 361 -563
295 481 977
65 604 -853
526 769 -74
599 36 273
53 433 -699
800 485 -352
638 149 -201
951 340 551
354 865 -264
464 760 -118
252 20 691
232 195 -731
502 160 -875
782 864 210
897 439 -58
214 98 115
824 755 -487
640 84 -126
416 25 896
671 855 -570
504 221 -286
746 461 -666
547 4 -585
630 284 590
183 556 18
619 410 797
627 301 334
232 548 707
253 172 424
829 235 -459
814 604 -123
693 73 62
130 326 -265
931 322 281
686 245 116
734 683 616
620 460 -187
640 830 -85
216 491 -673
21 634 831
392 895 543
258 932 -255
494 690 592
596 259 -393
730 894 -30
151 490 -684
63 849 131
271 7 150
468 775 524
446 354 252
363 698 872
734 595 687
876 122 -413
184 859 423
385 33 -466
785 864 879
288 553 908
462 945 198
179 939 258
183 412 541
526 138 -882
137 444 -18
674 284 20
220 113 138
534 670 220
254 243 829
640 623 -563
365 842 545
651 60 -475
700 432 -223
49 601 126
67 17 617
23 719 876
367 668 163
49 56 336
458 672 679
86 121 124
304 904 278
457 595 -203
708 272 -357
250 943 487
708 200 294
114 261 967
909 885 -85
674 305 -384
367 737 -337
236 657 655
383 584 -609
523 845 -628
750 46 -958
944 648 -155
540 394 644
82 194 317
403 957 985
33 51 878
195 784 -880
33 554 -953
784 941 896
827 519 -456
778 448 -177
235 881 568
552 336 873
377 309 430
322 793 -764
14 763 -783
530 427 551
429 575 732
791 105 389
562 826 360
866 507 749
713 779 73
917 564 -633
731 630 317
645 719 892
850 581 780
460 529 865
101 594 -95
208 768 837
229 735 952
886 867 -613
721 126 -690
294 258 694
295 368 -684
778 735 732
300 738 566
174 182 281
179 485 -45
854 882 -119
453 944 778
129 289 234
878 657 936
880 576 73
794 759 79
440 685 -233
374 7 798
404 161 598
63 216 -212
707 783 253
349 68 -721
18 448 302
667 34 261
422 739 972
381 641 -954
874 667 -498
49 486 869
553 34 -681
812 302 -177
511 609 -600
847 884 -452
689 900 586
67 798 805
270 745 -210
253 363 -317
825 319 958
76 624 -744
426 691 956
5 152 636
905 771 379
40 25 -59
855 626 -452
946 896 -252
869 942 200
84 647 87
244 323 357
828 950 163
546 914 -310
448 106 446
858 802 -296
176 493 157
342 289 906
199 665 688
96 951 -161
908 599 -558
341 92 -875
315 325 314
793 636 -22
479 177 -752
419 391 -369
743 863 -875
76 848 538
893 520 -809
756 249 874
766 635 -6
649 676 447
197 650 680
526 606 -770
823 365 -628
476 106 559
238 797 95
928 413 849
290 942 189
504 861 -340
838 751 -165
909 511 -205
581 744 159
791 7 472
326 110 -795
85 658 217
77 580 225
874 508 91
658 351 759
775 794 -678
478 831 393
748 243 -595
742 408 -181
9 459 -810
113 608 252
454 554 -302
613 949 -954
572 120 -121
882 239 28
50 561 -90
10 129 681
680 385 468
652 568 -566
812 25 676
717 55 -542
343 15 427
391 548 -274
367 738 149
704 99 -425
277 165 -491
900 930 247
559 871 -904
134 306 -533
846 344 -221
114 183 -512
714 509 937
310 686 948
222 790 -113
415 162 106
364 65 399
544 787 -592
338 845 497
328 757 290
789 614 349
187 575 -750
413 913 -2
951 933 140
98 932 -860
2 492 58
519 474 751
401 473 310
416 861 -440
201 858 -695
723 408 -187
226 18 438
862 756 359
381 270 889
720 192 20
299 468 -46
900 563 -871
492 355 200
931 229 -24
31 521 533
576 687 938
840 749 -97
703 301 -606
327 630 -727
125 370 820
766 486 -84
76 905 -583
496 603 230
391 141 -762
654 888 -967
561 51 -734
654 407 -664
946 411 -195
682 757 698
948 490 953
10 950 -686
450 525 914
596 663 -372
760 219 409
350 256 555
962 295 953
131 749 173
121 898 -761
549 486 -385
156 407 -908
682 321 691
418 939 69
134 313 767
866 24 -824
535 960 -811
370 926 -658
674 72 -229
326 470 359
734 312 -822
252 301 122
162 498 740
218 871 165
123 560 -921
585 163 92
485 366 -903
535 353 179
237 675 -280
944 186 -870
69 191 -454
449 424 -554
254 75 -287
399 217 -533
705 149 -921
360 692 -969
39 567 -334
348 598 -607
632 297 -212
706 245 250
752 680 -374
916 119 -80
556 857 -873
527 809 -156
574 13 88
259 780 609
851 760 -358
604 750 177
304 491 501
348 717 -930
733 323 510
93 540 -687
778 445 71
897 872 -629
715 601 31
925 686 -868
480 850 -342
59 620 933
776 421 338
48 562 620
823 820 -398
932 558 186
502 83 -396
484 599 -797
278 218 -546
717 924 221
535 186 -545
581 672 257
91 178 -598
924 267 858
352 700 -775
514 311 -576
235 890 -188
598 617 866
467 187 123
230 642 302
310 878 -205
189 92 -363
669 562 930
820 229 -75
548 873 934
448 582 599
49 67 575
438 119 503
602 539 -402
96 674 -441
153 600 -919
46 45 -220
720 252 -500
771 415 -639
68 11 -487
510 150 -259
207 374 534
591 169 616
137 51 -425
193 425 382
693 943 -918
951 854 958
128 169 117
598 502 562
729 286 196
278 842 -495
558 685 -21
116 412 -220
178 268 987
848 844 693
424 742 264
206 300 -935
499 136 406
319 911 149
585 810 91
133 914 -421
803 897 756
810 197 306
780 162 353
356 51 -651
884 535 691
782 192 121
795 54 -915
635 649 -711
799 233 -986
891 883 809
54 941 984
457 794 989
296 405 -601
53 669 369
78 126 831
129 398 241
15 708 -494
774 624 -119
957 644 605
212 168 -735
82 50 819
837 44 497
847 676 -752
289 115 -670
267 505 -45
648 31 685
160 823 -145
283 291 -746
10 36 999
250 346 -749
918 219 -75
326 902 978
804 349 422
394 728 8
134 922 -377
747 799 -683
827 748 739
469 427 -162
863 433 -529
180 834 710
960 38 -420
822 216 234
818 820 452
588 557 -807
714 267 -482
483 369 -719
921 851 522
307 531 -158
236 759 416
99 485 -437
404 265 303
89 948 -752
464 421 40
759 337 -127
128 842 -112
457 718 291
123 364 914
37 575 -420
581 659 943
581 599 -998
44 771 -606
610 167 59
15 504 -746
577 44 -622
938 70 -764
437 696 636
60 880 802
904 833 92
686 190 -774
794 174 56
924 733 -474
711 373 -726
489 304 304
774 956 114
217 707 -326
757 607 -341
95 853 652
192 215 637
539 713 231
897 294 394
84 178 929
507 363 124
288 40 333
217 460 84
905 734 -740
130 957 867
283 925 265
813 882 -30
638 710 529
253 311 -224
386 728 -55
457 324 -251
672 858 -848
251 581 -941
814 211 514
548 895 -194
933 624 -469
192 518 591
452 415 -749
591 459 938
353 577 -82
67 400 -925
959 459 -448
164 593 -927
244 159 641
892 904
249 860 -393
473 339 691
515 851 360
345 643 -175
172 504 258
779 152 116
842 364 684
489 408 122
510 287 -237
447 791 -535
767 241 -772
63 109 -159
875 847 -520
229 789 634
245 459 -295
570 4 -433
264 645 -152
446 721 -606
754 892 824
809 480 -296
431 584 -173
361 531 613
786 720 -213
618 235 -383
706 776 -536
88 611 626
775 261 -336
452 750 -419
10 765 -304
235 189 893
709 150 -965
684 821 749
828 797 258
630 342 -756
59 36 -61
170 549 -233
814 644 362
673 69 -213
364 548 -701
544 645 604
639 37 -655
302 754 195
186 292 -81
614 194 -447
648 554 -629
239 62 728
453 733 -194
850 83 386
270 266 98
434 814 -544
712 483 468
355 474 -255
78 304 790
883 819 -273
325 456 388
61 449 467
146 163 -332
305 158 795
724 170 -75
804 346 -298
18 859 -444
207 181 888
581 350 173
653 792 250
568 891 784
109 835 -454
225 653 -515
697 361 756
223 600 -249
799 374 800
257 813 -76
277 711 -393
231 533 482
715 19 745
60 322 530
226 692 375
113 325 728
646 812 169
805 523 -472
478 568 -861
212 452 -34
288 125 210
849 325 -723
794 559 -374
146 856 885
213 74 466
670 446 -2
866 804 -507
255 106 -60
556 541 712
769 834 119
599 246 -212
781 479 -758
792 694 890
624 479 -788
31 871 -65
509 711 -88
652 559 -753
196 647 518
397 627 859
13 509 326
1 789 41
594 266 -257
12 111 -29
482 189 -806
765 634 -304
785 202 199
49 728 -930
83 890 -90
41 463 273
579 383 108
817 210 240
853 712 -803
888 837 -807
300 662 -702
739 676 -450
612 872 -772
879 225 -99
326 866 -798
884 104 -345
32 565 -826
627 503 -297
260 741 783
351 891 854
749 524 128
613 821 -927
494 39 -781
438 157 922
868 270 -816
448 236 -980
284 386 -273
213 505 263
46 293 152
449 664 605
123 138 870
635 785 -148
605 442 -355
690 12 -504
320 855 383
650 451 -788
667 856 899
579 41 -294
424 236 130
195 628 -157
122 644 -76
549 543 -234
867 109 -378
364 507 422
765 681 74
856 712 137
44 758 451
738 182 -775
243 708 -743
833 643 -61
891 830 157
326 575 -79
564 481 221
706 584 205
298 607 -489
516 156 156
247 666 420
535 487 64
107 647 -845
145 432 491
302 492 -510
429 402 -449
396 674 599
395 236 -11
613 215 -372
752 354 -942
515 521 -510
640 545 -910
352 311 271
138 641 -66
655 14 -4
189 205 20
470 67 -287
751 830 653
418 657 208
890 45 -807
196 600 979
83 172 291
545 401 928
514 343 -65
377 574 941
611 647 -899
80 29 -375
525 507 615
211 688 565
662 719 -51
461 624 -594
651 557 -220
196 272 877
658 38 914
531 693 -497
320 511 224
303 12 330
209 598 -442
19 765 -708
17 820 -485
738 764 -291
713 399 -456
226 435 710
384 102 -228
635 289 623
131 365 -890
859 66 295
645 1 960
881 306 -497
125 66 496
174 549 -692
180 693 113
266 284 514
416 758 -712
813 671 -438
319 294 -681
483 405 -447
756 757 615
864 16 217
9 565 -999
608 191 37
315 297 245
141 561 -512
353 477 439
455 72 723
655 276 307
768 59 -150
216 641 -741
530 571 -80
145 375 -170
543 125 903
853 226 -40
42 454 -795
567 864 -61
90 842 269
360 632 410
701 135 -437
112 836 728
736 668 -547
83 528 -976
636 786 -652
339 166 -751
643 515 -51
474 627 -633
47 671 251
183 777 726
242 268 679
66 299 512
227 224 217
202 388 767
589 824 652
601 621 555
359 891 -35
388 109 -869
421 767 -838
629 240 -169
857 547 -433
633 306 903
79 445 -439
740 813 84
444 235 133
364 392 585
518 117 -737
862 100 -46
744 99 255
615 355 -314
783 593 -486
592 833 -712
38 60 773
254 191 -666
476 112 -70
724 475 -218
711 53 257
98 412 -404
694 348 79
294 147 -566
397 363 682
69 426 -773
871 373 -487
319 792 -760
529 479 -817
208 585 -757
122 106 551
402 573 305
116 478 883
148 740 578
764 182 493
245 262 -629
267 55 -529
311 505 -22
464 794 262
445 260 553
793 87 -375
774 115 -509
776 811 -884
168 672 843
124 435 -339
824 126 -355
517 641 841
650 718 868
672 220 597
122 712 432
833 625 941
407 366 -855
320 718 455
36 825 220
126 268 -678
454 762 -877
745 193 658
692 260 -855
739 40 380
567 342 1
148 197 -494
27 700 -140
823 147 -964
461 554 -596
287 670 -219
544 882 95
69 295 466
275 354 342
67 872 614
678 846 200
503 125 -637
795 446 12
443 365 -373
332 387 -971
724 798 -684
815 402 -334
597 575 181
581 222 -161
802 587 280
388 204 -565
887 654 817
312 756 -295
401 486 714
99 27 273
641 56 -447
129 511 -399
25 291 -282
820 697 -596
120 66 -698
470 243 877
676 15 864
464 846 10
416 489 -936
732 78 243
489 620 -962
242 61 -11
566 169 830
255 832 757
284 32 342
671 52 25
287 368 698
37 327 739
119 193 -281
620 589 -301
653 121 -993
814 858 -249
776 361 -298
877 199 708
48 2 769
785 641 -266
390 157 571
217 187 -541
197 576 -408
60 311 -263
203 715 -384
278 469 -74
803 859 -78
30 366 -577
434 379 799
324 554 -881
816 824 -528
474 428 20
272 281 -373
771 459 890
65 145 -445
348 514 668
372 525 -672
588 619 861
617 632 494
292 232 -351
152 620 235
123 164 -997
418 146 21
327 240 144
602 764 376
52 662 -663
133 582 991
559 46 -287
307 321 637
745 471 -518
556 548 -57
681 873 94
129 222 -854
133 754 -879
159 857 264
403 225 773
55 355 -343
72 880 22
817 64 506
513 612 345
548 17 65
877 804 294
689 722 -926
454 552 756
331 110 -530
786 553 -112
600 4 -323
535 676 29
95 514 -742
501 609 8
29 516 -242
597 834 -929
124 437 234
651 284 -442
487 559 -557
605 572 -91
851 228 842
602 829 -314
61 100 889
433 791 161
110 10 -303
762 87 -224
34 175 372
858 146 -278
634 402 680
175 287 -254
170 487 -862
631 436 -207
382 518 -796
711 155 -501
212 845 -588
448 121 -454
159 350 229
118 584 -324
440 853 -480
400 809 -960
857 13 -518
774 813 -152
61 457 838
418 121 -552
580 499 -882
645 103 -944
597 31 -423
513 508 179
222 577 686
449 91 924
512 456 702
508 414 521
738 777 -747
492 732 947
580 513 115
309 171 -387
404 291 974
715 120 -695
706 609 929
605 362 -457
186 720 543
820 336 240
187 33 -6
786 24 -911
236 574 -502
492 300 -883
618 93 -979
509 786 610
172 610 -363
666 235 477
14 418 425
285 185 -680
368 555 -170
828 340 -322
599 70 323
2 342 -334
296 677 392
658 763 957
243 727 479
702 492 -539
34 200 387
358 352 452
291 357 583
471 199 -30
687 776 -50
25 827 206
104 99 -139
147 121 -549
161 300 135
347 71 -805
60 253 189
874 151 -229
737 468 738
242 155 -146
531 314 188
439 105 968
627 666 -936
289 296 -616
125 612 -83
678 388 -957
753 651 26
852 796 84
124 678 615
752 550 -491
213 33 -928
635 379 -702
590 118 477
198 357 955
120 615 94
578 369 935
140 618 997
879 29 -924
219 129 -964
779 506 648
733 171 88
578 478 -657
568 276 -67
852 499 858
843 500 582
187 222 -9
168 4 -821
536 54 86
719 590 -195
583 168 -351
115 452 117
13 479 -111
511 835 509
270 487 -581
582 212 -965
616 152 412
279 590 -368
